delivery_id,order_id,delivery_status,delivery_time,rider_id
152,2230,Delivered,01:11:28,3793
153,4396,Delivered,01:26:28,3276
154,7691,Delivered,00:49:19,5814
155,6945,Not Delivered,00:30:01,6104
156,1643,Delivered,00:24:41,6811
157,1823,Delivered,00:06:46,4066
158,5181,Delivered,00:16:58,3315
159,6634,Not Delivered,00:21:46,365
160,7424,In Transit,01:26:39,5493
161,7413,In Transit,01:42:47,4675
162,6620,Not Delivered,00:29:42,775
163,737,Delivered,01:14:59,1672
164,8204,Delivered,00:20:22,6964
165,3653,Delivered,01:48:47,1963
166,5531,Delivered,01:56:25,7507
167,7522,Delivered,01:20:56,6039
168,6471,Delivered,00:21:07,7259
169,8536,Delivered,00:59:02,1749
170,9109,Delivered,00:53:07,6333
171,1987,In Transit,00:31:22,3359
172,7227,Delivered,00:41:23,4706
173,5154,Not Delivered,00:23:51,117
174,1119,Delivered,00:17:34,5426
175,8882,Delivered,01:50:21,9710
176,3824,Order Placed,00:15:36,8938
177,5989,Delivered,00:26:51,3295
178,6169,Not Delivered,00:50:47,6002
179,4735,Delivered,01:18:06,730
180,2306,Order Placed,00:18:02,6122
181,9310,In Transit,01:07:31,7029
182,4297,Delivered,01:39:53,5686
183,1697,Delivered,01:41:39,6282
184,7298,Not Delivered,00:16:38,5617
185,3944,Delivered,00:17:34,9934
186,4563,Delivered,00:26:08,2036
187,9286,Order Placed,01:34:39,2945
188,6530,In Transit,01:33:57,1267
189,8020,Delivered,00:48:08,4111
190,8040,Delivered,01:38:36,547
191,3618,In Transit,00:42:06,1170
192,7165,Delivered,01:54:59,989
193,5814,Delivered,01:10:19,3057
194,2578,Delivered,01:31:34,5114
195,2367,Delivered,00:25:12,9563
196,3081,Not Delivered,01:58:37,7624
197,4249,Delivered,01:49:14,5479
198,690,Delivered,01:15:33,350
199,6617,Not Delivered,01:37:31,6323
200,9937,Delivered,01:16:25,6941
201,3365,In Transit,01:52:59,7210
202,6555,Delivered,01:28:43,3168
203,8550,Delivered,01:34:48,3863
204,3732,In Transit,00:05:50,8849
205,6107,Delivered,00:05:04,2935
206,9574,Delivered,01:52:55,508
207,9589,In Transit,01:39:42,6269
208,8774,Not Delivered,01:47:56,9043
209,3644,Delivered,01:50:59,5848
210,8356,In Transit,00:43:02,5210
211,4829,Delivered,01:28:21,176
212,9426,Delivered,00:17:52,2704
213,5057,Order Placed,00:30:55,8307
214,5629,In Transit,00:09:47,7336
215,8196,Delivered,00:30:06,5676
216,7417,Delivered,00:07:26,561
217,2391,Not Delivered,01:33:10,2587
218,3176,Delivered,01:45:18,2998
219,9100,Delivered,00:58:20,268
220,7584,Delivered,01:16:14,236
221,384,In Transit,01:43:20,2835
222,3863,Delivered,01:27:21,8386
223,5383,Delivered,01:40:47,344
224,326,Delivered,00:22:52,9508
225,5821,Delivered,00:44:48,1927
226,2708,Delivered,00:49:09,1829
227,653,Delivered,00:36:21,785
228,8832,Delivered,00:07:51,9127
229,1455,Delivered,00:39:40,535
230,1184,Delivered,00:27:08,9952
231,227,Delivered,01:57:17,9058
232,5446,Delivered,01:44:29,5465
233,7449,Order Placed,00:27:23,4394
234,1426,Delivered,00:15:12,8235
235,2650,Order Placed,00:55:12,6406
236,6224,Delivered,01:05:17,421
237,6821,Delivered,01:29:43,6031
238,556,In Transit,00:20:24,3357
239,8913,Delivered,01:51:43,257
240,3078,Delivered,01:40:13,6282
241,2290,Order Placed,01:28:31,6800
242,6787,Delivered,01:54:57,2797
243,2706,Delivered,00:13:52,7579
244,2074,In Transit,01:36:56,2704
245,5391,Delivered,01:16:08,7687
246,8851,Not Delivered,00:24:47,6382
247,6698,In Transit,01:40:12,2623
248,7144,Delivered,00:13:15,4151
249,8403,Delivered,00:17:47,8718
250,6403,Delivered,01:24:22,7055
251,3507,Delivered,00:57:24,2402
252,5596,Delivered,01:59:59,1624
253,6338,In Transit,01:31:11,8599
254,752,Delivered,00:34:28,1587
255,6147,Delivered,01:38:18,7023
256,4859,Not Delivered,01:36:14,7440
257,8960,Delivered,01:12:43,7849
258,3851,Not Delivered,00:24:53,828
259,336,In Transit,00:15:26,1243
260,1417,In Transit,01:07:16,1621
261,9119,Not Delivered,01:30:54,743
262,766,Not Delivered,01:40:20,3015
263,3264,Delivered,01:32:06,1314
264,2245,Delivered,01:13:44,3721
265,4579,Delivered,01:09:45,6917
266,1406,Not Delivered,00:38:35,4454
267,9080,Delivered,01:53:05,5988
268,324,Not Delivered,01:50:29,7613
269,1341,Not Delivered,00:41:26,5199
270,8857,Delivered,00:42:47,2500
271,2904,Not Delivered,00:49:03,7386
272,3802,Delivered,01:09:55,8240
273,216,Delivered,01:06:31,2063
274,4078,Delivered,01:20:54,46
275,4524,Delivered,01:58:54,1805
276,9486,In Transit,01:39:19,8615
277,8322,Delivered,01:47:40,381
278,6013,Order Placed,01:49:12,2913
279,5276,Delivered,00:52:16,3220
280,6329,Delivered,01:57:44,9150
281,9661,Order Placed,00:49:58,68
282,263,Not Delivered,00:24:55,1101
283,9693,Order Placed,01:45:17,2878
284,3329,Delivered,01:25:36,8833
285,6512,Delivered,00:45:32,522
286,8508,In Transit,01:34:12,9126
287,9806,In Transit,00:49:22,9167
288,8288,Delivered,01:37:02,1266
289,7883,Delivered,01:47:50,2093
290,2040,Delivered,00:43:35,8213
291,7302,Delivered,01:57:45,7931
292,6880,Not Delivered,00:17:28,811
293,8270,Order Placed,01:07:36,7057
294,9893,Delivered,01:26:42,8258
295,3748,Not Delivered,01:16:39,2932
296,5127,Not Delivered,00:34:42,3485
297,3694,Not Delivered,01:49:37,6685
298,6772,Delivered,01:15:28,1570
299,95,Delivered,00:25:35,3307
300,2423,Delivered,01:44:14,9120
301,2717,Delivered,00:42:44,5489
302,5363,Delivered,01:21:23,5905
303,4188,Order Placed,01:15:32,4958
304,3251,Delivered,01:13:50,908
305,3063,Not Delivered,00:52:40,8176
306,863,In Transit,01:42:37,8692
307,2129,In Transit,00:33:18,7077
308,6068,Delivered,01:25:46,5523
309,9582,Delivered,00:08:00,8430
310,9106,Delivered,01:16:36,7499
311,8032,Delivered,00:27:38,5845
312,67,Delivered,01:54:18,3348
313,6109,Delivered,00:40:33,8458
314,6366,Delivered,00:34:20,8347
315,5741,Not Delivered,01:39:05,1619
316,6892,Delivered,00:54:53,9113
317,639,Delivered,01:57:54,865
318,5083,Delivered,01:49:40,2121
319,7329,Delivered,01:07:20,5378
320,7271,Delivered,00:52:08,4160
321,5538,Delivered,01:37:41,8013
322,4588,Not Delivered,00:23:31,8428
323,6138,Delivered,01:32:35,2055
324,3454,Delivered,01:11:41,7150
325,971,Delivered,00:54:56,6697
326,640,Delivered,01:36:08,6590
327,1798,Delivered,01:24:22,9593
328,8425,Delivered,01:55:10,6739
329,4240,Delivered,01:45:56,1655
330,9889,Delivered,00:52:51,9533
331,4243,Delivered,00:46:31,7560
332,9854,Delivered,00:30:41,6168
333,7235,Delivered,01:35:45,3412
334,1598,Not Delivered,01:14:24,2117
335,4610,Delivered,01:34:37,7738
336,9351,Not Delivered,01:21:43,3646
337,3155,Not Delivered,01:05:25,9793
338,917,Delivered,01:08:53,308
339,7872,Delivered,01:23:53,5254
340,5257,Not Delivered,01:13:48,4290
341,7928,Delivered,01:15:58,548
342,6266,Delivered,00:57:17,154
343,250,Delivered,00:26:32,2806
344,5019,Delivered,00:35:49,4960
345,3519,Delivered,00:19:19,8036
346,8161,Delivered,01:27:11,9079
347,2090,Delivered,01:31:41,5376
348,4743,Delivered,01:21:53,3636
349,2719,Not Delivered,00:52:29,9086
350,8359,Delivered,00:11:53,9505
351,2277,Delivered,01:45:12,3260
352,6857,Delivered,01:22:18,6423
353,299,Not Delivered,00:55:57,2884
354,2540,Not Delivered,01:25:52,6571
355,2437,Delivered,00:57:16,5977
356,4455,Delivered,01:07:18,7914
357,524,Delivered,00:05:44,4363
358,215,Delivered,00:36:36,220
359,5454,Delivered,01:49:47,9630
360,7148,Delivered,00:58:16,4196
361,3446,Delivered,00:32:32,1372
362,6216,Delivered,01:05:06,8815
363,1984,Delivered,00:57:50,2136
364,7638,Delivered,01:52:33,9184
365,4976,Delivered,00:53:52,3046
366,4077,Delivered,01:39:01,6083
367,2641,Not Delivered,01:27:05,3608
368,8582,Delivered,00:52:15,3328
369,1765,Order Placed,00:19:45,4219
370,3575,Not Delivered,00:41:35,8828
371,1457,In Transit,01:34:32,4121
372,6468,In Transit,00:28:36,5347
373,9327,Delivered,00:42:21,2699
374,6351,Delivered,01:08:29,5657
375,8775,Delivered,00:53:24,3117
376,6000,Delivered,01:21:59,5445
377,4761,Delivered,01:36:25,5028
378,7849,Not Delivered,00:56:23,7656
379,3786,Order Placed,00:37:35,1981
380,3686,In Transit,01:21:25,1470
381,7295,Delivered,01:40:39,2726
382,5220,In Transit,00:17:20,5358
383,7644,Not Delivered,01:46:33,7568
384,9108,Delivered,01:07:58,704
385,7930,Order Placed,01:44:51,854
386,892,Order Placed,01:06:01,347
387,5872,Order Placed,00:59:38,7725
388,9322,Delivered,01:28:15,2949
389,7993,Delivered,01:27:00,3719
390,4441,Not Delivered,00:13:18,9821
391,9485,Delivered,00:55:30,7677
392,9696,Delivered,00:26:29,2983
393,6972,Not Delivered,00:44:45,4462
394,6440,Delivered,00:44:06,2507
395,6517,Delivered,01:24:14,4963
396,441,Delivered,00:39:58,554
397,2319,Delivered,00:39:23,3234
398,3632,In Transit,01:27:03,3911
399,3163,In Transit,00:34:16,5468
400,93,Delivered,00:40:33,3097
401,3853,Delivered,00:22:45,2658
402,51,Not Delivered,01:52:04,9981
403,7856,Delivered,00:05:54,6851
404,5315,Delivered,00:43:01,9253
405,1239,Delivered,00:48:03,5753
406,2257,Order Placed,01:46:23,6611
407,2585,Delivered,00:47:24,7103
408,6269,Order Placed,01:48:40,8274
409,1610,Delivered,01:38:41,5073
410,7578,Delivered,01:13:02,4278
411,5569,Delivered,01:28:40,3048
412,1197,Not Delivered,00:34:57,1212
413,4060,Delivered,01:52:46,8516
414,2327,Delivered,01:32:44,4592
415,4502,Delivered,01:30:11,1252
416,7636,Not Delivered,00:39:44,5923
417,6434,Order Placed,01:21:26,3187
418,6450,Delivered,01:07:44,410
419,8682,Delivered,01:34:50,9838
420,2347,Not Delivered,00:30:16,1962
421,754,Order Placed,01:26:05,3589
422,1226,Not Delivered,01:13:15,2533
423,9445,In Transit,00:36:53,9405
424,6110,Not Delivered,00:07:08,1909
425,6024,Delivered,01:25:23,3235
426,231,Delivered,00:59:42,9258
427,4820,Delivered,00:09:24,8515
428,592,Not Delivered,01:58:53,2615
429,7213,Delivered,00:56:51,3664
430,5462,Delivered,00:55:30,9706
431,9365,Not Delivered,00:46:32,9891
432,9152,Not Delivered,01:33:59,2147
433,703,Delivered,01:53:18,679
434,2593,Delivered,01:06:01,7980
435,8253,Delivered,01:33:26,2213
436,6145,Not Delivered,00:16:20,2230
437,1582,Delivered,01:26:18,1095
438,3145,Delivered,00:21:05,3294
439,9561,Delivered,00:20:52,9128
440,6575,Delivered,00:24:59,2057
441,7753,Delivered,00:14:10,9773
442,8149,Delivered,00:54:27,2726
443,723,Delivered,00:42:32,8990
444,7070,Delivered,00:06:01,484
445,1307,Delivered,00:07:24,8185
446,7135,In Transit,01:34:32,6589
447,8478,In Transit,00:21:10,595
448,910,Delivered,00:45:00,7788
449,1695,Delivered,00:57:21,9085
450,3971,Delivered,00:43:34,8874
451,5645,Delivered,01:48:32,141
452,544,Delivered,01:48:15,5695
453,423,Delivered,00:13:47,4339
454,7498,In Transit,00:26:10,7225
455,6996,Delivered,00:22:30,2595
456,9919,Delivered,00:31:47,6661
457,6074,Order Placed,01:38:29,8567
458,6915,Order Placed,01:53:18,9500
459,2700,Not Delivered,00:30:04,9592
460,2243,Delivered,00:11:11,6710
461,3906,Not Delivered,00:48:39,3421
462,5020,Order Placed,01:59:10,8107
463,819,Delivered,01:08:29,7431
464,6659,Delivered,01:50:05,5484
465,6850,Delivered,01:28:10,9414
466,7291,Delivered,01:55:10,5656
467,6211,Not Delivered,00:45:20,7359
468,9115,Delivered,01:23:49,6586
469,1801,Delivered,00:37:05,7307
470,4393,Delivered,01:09:36,2577
471,998,Not Delivered,01:52:47,5834
472,578,Delivered,00:18:52,4075
473,5066,Delivered,00:39:38,4235
474,3758,Delivered,00:16:12,3893
475,5381,Delivered,01:53:17,8850
476,6144,Delivered,00:26:15,8481
477,431,Delivered,00:26:19,1633
478,6193,Not Delivered,01:56:02,9206
479,4147,Delivered,00:31:11,386
480,368,Delivered,01:13:30,4593
481,2359,Delivered,01:40:21,5675
482,5848,Delivered,01:32:01,9427
483,4462,Delivered,00:08:46,489
484,7429,Not Delivered,01:36:54,8767
485,5833,Delivered,00:37:31,5504
486,8653,Delivered,01:48:18,194
487,8680,Delivered,00:15:23,5140
488,7623,Order Placed,01:17:04,6737
489,6387,Delivered,01:48:48,2186
490,9173,Not Delivered,01:14:46,1731
491,5298,In Transit,00:24:17,9434
492,5436,Delivered,01:51:03,5288
493,1947,Delivered,00:30:41,5110
494,4545,Delivered,00:56:40,883
495,2957,Delivered,00:32:51,6419
496,8692,Order Placed,00:34:30,4043
497,3682,Delivered,00:32:03,9971
498,6950,Delivered,01:41:15,341
499,2120,Delivered,00:47:37,4361
500,1842,Delivered,01:26:52,9736
501,726,Delivered,00:27:20,1697
502,3392,Delivered,00:09:23,6404
503,2956,Delivered,00:48:13,9262
504,7201,Delivered,01:39:36,2210
505,3039,Delivered,01:11:52,6870
506,267,Not Delivered,01:11:55,5820
507,8784,Delivered,00:16:04,6449
508,513,Delivered,01:33:07,2292
509,6198,Delivered,01:35:40,9146
510,4308,Order Placed,01:30:12,3051
511,1526,Order Placed,01:29:42,186
512,5691,Delivered,00:48:16,7727
513,5747,Not Delivered,01:24:28,1295
514,1325,Delivered,00:47:00,7604
515,4192,In Transit,00:41:57,2572
516,4559,Delivered,01:13:17,3735
517,4196,Delivered,00:08:48,233
518,7107,Delivered,01:39:17,3479
519,730,Delivered,00:46:56,9371
520,9774,Delivered,00:53:20,6979
521,1880,Delivered,00:23:52,5773
522,8729,Delivered,01:54:24,2210
523,801,Delivered,00:27:48,6144
524,4042,Delivered,00:43:46,7780
525,3977,Delivered,01:58:12,9236
526,1928,Not Delivered,01:39:23,9953
527,3823,Delivered,01:09:58,3363
528,1688,Delivered,00:48:55,4584
529,9131,Delivered,01:54:42,5449
530,3495,Delivered,01:50:33,5622
531,3726,Delivered,01:46:57,1337
532,4182,Delivered,01:52:42,4719
533,7575,Delivered,01:30:59,6754
534,7427,Delivered,00:23:41,7745
535,6483,Delivered,01:38:48,9224
536,5875,Delivered,00:35:39,7227
537,5535,Delivered,00:38:05,1041
538,8308,Delivered,01:09:32,1535
539,6916,Delivered,01:43:03,5599
540,1548,Not Delivered,01:33:28,4431
541,8760,Delivered,00:30:54,8492
542,5283,Delivered,01:10:28,4071
543,2207,Delivered,00:11:28,111
544,5812,In Transit,00:05:42,3418
545,425,Order Placed,01:21:00,1147
546,8003,Delivered,00:14:13,503
547,5539,Delivered,00:26:54,7954
548,5477,In Transit,00:29:45,1826
549,403,Not Delivered,00:54:23,4017
550,3232,Delivered,00:50:32,7432
551,949,Delivered,01:54:30,7243
552,4939,Delivered,01:47:01,8660
553,4025,In Transit,00:21:09,4222
554,8220,Not Delivered,00:41:06,3045
555,3733,Order Placed,00:26:31,8795
556,6103,Delivered,00:51:16,7867
557,5874,Delivered,00:15:43,7027
558,5688,Delivered,01:45:14,125
559,695,Delivered,00:44:17,3279
560,8530,Delivered,01:12:23,15
561,2777,Not Delivered,00:37:34,9008
562,5667,Not Delivered,00:15:02,9297
563,3347,Delivered,01:36:09,7581
564,1966,Delivered,01:30:46,2835
565,9584,Delivered,00:45:04,6483
566,5592,Not Delivered,00:15:05,7157
567,7549,Delivered,01:32:11,8846
568,8575,Delivered,00:15:53,4562
569,1183,Not Delivered,01:52:40,2469
570,500,Delivered,01:45:28,4638
571,7898,Delivered,01:38:56,2711
572,8812,Delivered,00:22:30,5719
573,7207,Delivered,01:58:29,2004
574,3866,In Transit,00:23:15,9699
575,4990,Not Delivered,00:09:49,9787
576,5480,Not Delivered,01:33:20,5749
577,9578,Delivered,00:50:08,1966
578,8176,Delivered,01:17:12,9236
579,1774,Not Delivered,01:18:47,802
580,4226,Delivered,01:52:15,5185
581,6301,Not Delivered,00:49:17,2010
582,9089,Delivered,00:35:23,9736
583,7896,Delivered,01:10:21,558
584,9873,In Transit,01:08:21,9240
585,6012,Delivered,00:54:39,774
586,1395,Delivered,01:12:17,4312
587,3034,Not Delivered,00:43:47,3860
588,3979,Not Delivered,01:10:24,6884
589,4558,Not Delivered,01:53:09,8799
590,2309,Delivered,00:25:54,5390
591,6526,Delivered,00:35:00,366
592,1669,Delivered,01:12:46,6087
593,8925,Delivered,01:32:32,9059
594,3774,Not Delivered,00:30:54,7687
595,3541,Not Delivered,00:59:44,8844
596,9447,Delivered,01:16:45,9647
597,4353,Delivered,01:45:50,1411
598,9618,Delivered,00:07:44,6066
599,5351,In Transit,01:49:37,2833
600,3485,Delivered,00:42:40,2258
601,3136,Delivered,00:25:23,6054
602,2603,Delivered,00:43:11,2973
603,6708,Delivered,01:18:46,1788
604,4593,Delivered,00:28:05,2393
605,5023,Delivered,00:16:44,5463
606,1123,Delivered,01:21:32,1090
607,4641,Delivered,00:51:17,2629
608,7807,In Transit,00:44:04,8381
609,5954,In Transit,00:24:00,844
610,5572,In Transit,00:42:26,4374
611,1231,Delivered,00:44:53,3079
612,1664,Not Delivered,00:47:15,8715
613,4904,Order Placed,01:08:41,3063
614,3841,In Transit,00:58:37,3456
615,8559,Order Placed,00:16:20,7922
616,9880,Not Delivered,00:18:46,3666
617,4639,Delivered,01:24:27,1659
618,952,Delivered,01:08:17,6640
619,8645,Delivered,00:11:01,58
620,656,Not Delivered,01:36:12,4516
621,1936,Delivered,01:28:22,4104
622,3015,Delivered,01:20:54,4462
623,233,Delivered,01:06:20,8294
624,5763,Order Placed,00:58:28,5957
625,3993,In Transit,00:09:27,693
626,247,Delivered,01:05:34,4980
627,1269,Delivered,01:47:13,8838
628,1009,Delivered,00:05:25,4734
629,9414,Delivered,01:28:59,9891
630,4357,In Transit,00:24:36,3711
631,4520,Delivered,00:52:15,7708
632,5246,Not Delivered,01:47:40,5517
633,5273,Not Delivered,00:50:22,7348
634,6923,Order Placed,00:59:08,8304
635,3844,Delivered,00:11:09,14
636,9686,In Transit,01:24:20,8256
637,2299,In Transit,00:16:26,1974
638,7118,Delivered,01:07:10,6806
639,452,Delivered,01:17:35,7678
640,7428,Delivered,01:24:38,5968
641,755,Not Delivered,01:41:26,1797
642,4153,Order Placed,00:48:45,1387
643,4550,Delivered,00:39:31,6108
644,8650,Order Placed,00:47:19,1858
645,3627,Delivered,00:30:05,3337
646,1379,Not Delivered,01:25:50,5905
647,6910,Not Delivered,00:07:22,904
648,9038,Delivered,00:34:28,4147
649,6558,Delivered,01:29:43,1358
650,5523,Delivered,01:29:30,5248
651,4539,Delivered,00:09:48,202
652,5826,Delivered,01:54:09,6409
653,1002,Delivered,01:50:24,8147
654,865,Delivered,01:55:39,2330
655,8670,Delivered,01:07:12,3211
656,622,Delivered,01:36:14,8522
657,329,Delivered,00:59:35,3779
658,1340,Delivered,00:20:32,5091
659,4104,Delivered,01:55:47,9988
660,156,In Transit,01:40:46,3444
661,868,Delivered,00:42:05,7056
662,4123,Delivered,00:43:18,9990
663,1118,Order Placed,00:13:43,3783
664,4063,Not Delivered,01:59:47,3774
665,9012,Delivered,00:41:38,7190
666,1770,Delivered,01:53:29,4539
667,3953,In Transit,01:57:57,7367
668,4665,Not Delivered,01:30:03,5124
669,5163,Order Placed,00:31:54,6899
670,165,Order Placed,00:29:46,1510
671,7678,Delivered,01:30:58,202
672,5006,Order Placed,01:52:48,4949
673,66,Delivered,00:45:51,1785
674,8423,Delivered,00:22:17,1056
675,3018,Order Placed,00:12:38,5066
676,396,Delivered,01:38:13,8549
677,5969,Delivered,00:35:35,4897
678,6909,Delivered,01:20:59,1610
679,8491,Delivered,00:07:54,5570
680,942,Delivered,01:46:02,1714
681,8870,Order Placed,00:35:09,2573
682,1339,Delivered,01:22:14,3600
683,6262,Order Placed,01:27:10,9316
684,1779,Delivered,01:16:55,6616
685,5361,Delivered,00:50:26,5928
686,948,In Transit,00:46:39,5790
687,1300,Delivered,00:17:31,7910
688,7340,Delivered,01:51:01,5785
689,5349,Order Placed,01:11:53,7996
690,3614,Order Placed,01:53:30,2548
691,6560,Delivered,00:39:27,3290
692,4896,Order Placed,00:51:40,6862
693,8247,Delivered,00:55:36,4456
694,2482,Delivered,01:10:44,4206
695,7565,Delivered,01:37:28,3863
696,8852,Delivered,01:14:59,9641
697,6929,Delivered,00:58:33,2209
698,6420,In Transit,01:09:04,7688
699,16,Not Delivered,00:08:28,1351
700,9717,Delivered,01:35:20,5890
701,734,Delivered,01:10:51,1374
702,9002,Not Delivered,00:23:25,5290
703,4977,Delivered,00:16:27,3788
704,3831,Delivered,00:46:49,5118
705,9238,Delivered,01:32:48,4720
706,416,Not Delivered,00:35:56,6764
707,1720,Delivered,01:25:33,4595
708,4963,Delivered,00:39:22,370
709,7380,Not Delivered,01:51:21,5780
710,5937,Delivered,01:11:48,8930
711,8819,Delivered,01:06:38,2507
712,8787,Order Placed,01:26:39,802
713,4738,Not Delivered,01:20:23,7766
714,3033,Delivered,01:28:02,2360
715,2813,Not Delivered,00:21:19,9873
716,488,Not Delivered,01:08:48,5771
717,3680,Delivered,00:19:29,2772
718,2891,Delivered,00:44:30,9066
719,2861,Not Delivered,00:19:58,491
720,8696,Order Placed,00:37:51,8507
721,4388,Order Placed,00:16:45,8729
722,8767,Not Delivered,01:50:42,5207
723,8157,Delivered,00:41:45,9711
724,1236,Order Placed,00:58:26,6542
725,7035,Delivered,00:07:54,4987
726,3428,Not Delivered,00:21:11,4060
727,6252,Delivered,00:45:45,589
